Loss,Accuracy
1.0017209431829572,72.99463233362111
0.4666638149111783,78.44112458241057
0.4161286411218855,80.8340527757967
0.3585916832581359,84.06028302240907
0.3276174770531749,85.66682932322361
0.305127384840977,87.08569498141962
0.2869965345727331,87.94151871176007
0.2558105629460723,89.43357982057731
0.23446208165258633,90.30441800232724
0.21744301970399657,91.05514057280132
0.20125596001207613,91.8959498517323
0.18851551746710293,92.48902068240682
0.17486726382516976,93.05206261026238
0.16009301519622895,93.66953192447731
0.15267557623859893,93.9754513719455
0.14732627013065414,94.20066814308773
0.13576647161832023,94.62858000825794
0.12875523332378963,95.02083255133066
0.19403388194509502,92.34450658759056
0.12360134038577775,95.22728125821102
