Loss,Accuracy
0.6548121571540833,64.58730591119586
0.5751972198486328,64.86822391718877
0.5728172063827515,64.76947698174884
0.6615658402442932,64.83076818305639
0.6655717492103577,64.92611005175702
0.698536217212677,64.92611005175702
0.6902772188186646,64.92611005175702
0.6285316348075867,64.92611005175702
0.6042687892913818,64.92611005175702
0.7762161493301392,64.92611005175702
0.5861170887947083,64.92611005175702
0.5479466915130615,64.92611005175702
0.6622450947761536,64.92611005175702
0.5939419865608215,64.92611005175702
0.6295792460441589,64.92611005175702
0.5006568431854248,64.92611005175702
0.6003167629241943,64.92611005175702
0.6632763147354126,64.92611005175702
0.6669826507568359,64.92611005175702
0.6955386996269226,64.92611005175702
0.7524493336677551,64.92611005175702
0.7552391290664673,64.92611005175702
0.5487330555915833,64.92611005175702
0.6665608882904053,64.92611005175702
0.6628683805465698,64.92611005175702
0.661734402179718,64.92611005175702
0.5867499113082886,64.92611005175702
0.6227078437805176,64.92611005175702
0.6660124659538269,64.92611005175702
0.5893676280975342,64.92611005175702
0.7320122718811035,64.92611005175702
0.5930122137069702,64.92611005175702
0.6220594644546509,64.92611005175702
0.6243868470191956,64.92611005175702
0.5317222476005554,64.92611005175702
0.5178066492080688,64.92611005175702
0.6230752468109131,64.92611005175702
0.6279116272926331,64.92611005175702
0.6617500185966492,64.92611005175702
0.6621131300926208,64.92611005175702
0.5513767004013062,64.92611005175702
0.737284779548645,64.92611005175702
0.7414687871932983,64.92611005175702
0.519447922706604,64.92611005175702
0.7097746133804321,64.92611005175702
0.6296038627624512,64.92611005175702
0.4941036105155945,64.92611005175702
0.6270679831504822,64.92611005175702
0.6267609596252441,64.92611005175702
0.6894499659538269,64.92611005175702
0.5625305771827698,64.92611005175702
0.7202521562576294,64.92611005175702
0.6917940974235535,64.92611005175702
0.6615633368492126,64.92611005175702
0.5268012285232544,64.92611005175702
0.7922149300575256,64.92611005175702
0.7463488578796387,64.92611005175702
0.6321409344673157,64.92611005175702
0.7258210182189941,64.92611005175702
0.6892019510269165,64.92611005175702
0.887525200843811,64.92611005175702
0.6278801560401917,64.92611005175702
0.6653231382369995,64.92611005175702
0.66474449634552,64.92611005175702
0.6640287041664124,64.92611005175702
0.7339285612106323,64.92611005175702
0.703014612197876,64.92611005175702
0.5904935598373413,64.92611005175702
0.7249805331230164,64.92611005175702
0.5704311728477478,64.92611005175702
0.5458669662475586,64.92611005175702
0.6678499579429626,64.92611005175702
0.5616585612297058,64.92611005175702
0.7767557501792908,64.92611005175702
0.5570408701896667,64.92611005175702
